u,v
41388,463
4607,42332
12679,10863
9024,33775
37993,16429
36451,16977
12488,5949
30783,25142
18500,30871
2812,18061
35533,30637
23013,8963
30558,37018
33356,11883
49468,18057
23971,32879
8816,9914
33198,26059
934,37366
9566,47059
36256,34687
48008,40998
214,35429
5847,39852
37920,10515
42307,35700
35934,31725
25083,36559
4573,33346
21479,41253
18106,20135
36428,10553
518,23738
45473,46750
1814,38813
4959,11756
3986,36088
26086,117
1438,38393
10758,18909
16731,17363
48548,46874
6870,10096
2957,9868
23805,21506
28897,3544
5547,33482
3709,47840
15278,46682
18991,34499
39608,748
6244,38820
650,20625
13,14358
3454,9551
3286,10411
24681,10412
44137,25660
8812,48464
12003,39945
29487,30662
10269,21580
44234,5673
27647,26733
43596,44098
43868,27407
5046,42267
39800,10541
10028,16283
10954,32885
40719,7529
45216,36523
46606,38357
34867,37874
19703,3832
33355,38496
4978,24726
30068,14485
16241,23008
37470,765
6092,4683
24751,21071
30955,15166
26317,30987
29996,20168
2152,48235
3904,15101
2670,7825
34788,24092
16014,29649
17768,38195
25072,2501
27538,9582
36719,46812
36164,42957
20407,36308
9741,21934
7343,29686
5808,40757
10503,49597
6752,41257
29762,12680
38982,18084
4507,17046
19236,19220
35924,12396
8651,37949
896,10730
12802,40029
26367,29804
23192,14463
39567,37873
21600,16504
49581,10352
2367,613
21978,36096
39851,37937
36451,2180
15239,25469
36125,17040
10023,17409
34562,33844
12857,22709
22083,40613
41556,45076
41887,17153
39898,40406
26124,3835
32039,39813
33587,33848
23459,14871
31790,235
42401,25540
41986,49550
38240,20547
45906,42583
24391,25390
33,41746
18491,5305
20311,14036
20288,29210
12915,47441
8604,36241
17447,24276
44470,31025
7600,5163
11101,15439
25158,5616
40711,7294
22970,4488
19578,14822
21709,19650
3273,24863
32675,26886
33445,44203
42638,3592
8092,47107
14311,36130
33307,16004
32904,5052
790,45217
5164,49675
14959,42847
47470,5723
18824,15624
34627,30290
16802,5782
28662,14218
37915,10163
14787,276
24920,907
38079,7472
13662,23312
46373,44781
26662,4073
13940,22553
20854,3846
583,37367
27451,11839
34356,28380
7732,27484
15727,30135
30446,28785
20032,49106
12669,36876
16428,24047
22920,28225
14621,18400
43491,3678
32333,36379
460,3477
6522,25127
22569,1905
11739,38218
44313,30780
18125,33755
33321,20206
45972,33755
2501,27756
7400,6233
47134,5390
4698,36375
3658,8152
48115,23210
4753,14946
33409,34032
26417,24786
4767,4394
2010,4635
10598,40514
2534,45438
7838,30214
45816,22146
48244,15795
18716,550
20623,37634
15299,31477
11574,48968
14057,34755
9327,24031
10421,39268
15320,6752
1480,12019
47715,1790
36434,3142
38003,31204
35710,9177
18227,6719
26688,44155
26909,12155
11676,43481
14999,29117
3145,21019
26760,33634
25577,22280
24069,14473
13969,10304
39784,24771
46976,13400
4594,49656
8474,38268
43638,23936
28829,23428
47144,9297
48041,17763
21904,34673
14923,29668
45812,25160
4203,19399
22895,39404
4842,13616
48539,21152
46840,47967
33935,37502
47695,18861
5577,7788
15183,37808
20305,15579
28736,32268
37657,9699
37388,3131
8765,43377
45861,43309
257,13664
40634,35288
42417,18072
32200,45820
16984,33009
14682,40356
7699,10976
9584,18930
41840,45291
18810,6463
36487,11908
48724,36256
10200,24624
27195,25470
39150,46776
17500,8743
49151,3033
13996,40797
39854,43557
34841,28546
38482,39680
31746,41246
19226,38477
6383,14518
24807,39476
18253,21766
19693,38056
14693,18407
47652,37461
5176,17870
43413,22088
24494,31603
36577,6650
49582,45843
43931,31998
6820,27556
16118,17489
40729,45202
3733,12032
19367,2567
29856,47400
14713,10108
31344,4472
11228,47221
37289,10258
36878,35357
43687,20607
37269,12859
13318,28252
33844,14087
27424,22845
21311,14760
36278,42063
28342,32824
36512,47747
19328,43190
40736,34666
10517,30834
49313,6160
39737,35766
6789,12883
33116,3180
1037,41064
48421,46899
1520,33227
45286,31497
17634,18817
33869,3851
3973,10212
13899,35346
17438,40638
8303,38522
12246,29969
4669,24938
42746,28242
5084,49928
25127,43473
49493,46727
44835,21289
92,1002
36440,14316
16440,26238
6919,9409
3975,21842
37093,47661
40093,271
22083,25538
25756,30735
13888,28064
2425,24771
15536,32347
11561,2553
26735,20171
43803,9196
35830,38936
13245,15974
10343,15282
15731,4122
22027,32419
16707,9285
10550,37096
24718,3601
30592,40791
15042,36877
22831,46574
41013,22669
17866,10934
1101,33140
2595,20097
24195,21449
42269,6853
7862,14732
14633,20023
28276,43643
14059,20737
15061,5618
7972,33474
9015,44030
16673,26115
45640,42891
11383,41673
10830,10942
45060,44849
10096,49146
34503,23217
23104,37879
5857,15402
3151,18495
49159,13752
12811,11102
3476,3155
17010,23945
43123,42790
7219,29329
47639,31461
955,44246
35742,47681
37392,2488
4477,577
25048,20889
2738,23387
36981,44350
5178,3688
1339,23969
46122,6342
43524,25110
36825,35425
32692,42990
16462,19607
37941,13846
18531,26501
31714,18451
23569,37110
11840,48029
34164,31965
33138,20691
21298,47254
47028,34792
6931,31743
3803,40051
28787,6137
12953,8245
34472,2220
44096,23812
9814,30903
1014,18813
42190,609
29754,23989
20125,27814
47963,17170
42951,24415
28138,24236
48623,3843
5849,28393
7417,4407
17822,17568
45336,34788
35346,49951
8298,4640
29292,30993
31698,23874
23281,20744
32179,9762
49147,48898
48740,49173
33725,42393
6506,11087
6223,6710
2469,43327
9676,22451
22083,14164
8776,23962
21538,42491
33973,10624
43110,22598
20291,40264
44739,42342
6703,17832
14116,49760
2463,16137
14140,38220
7202,14772
5047,42366
43553,14038
7911,29613
10819,30895
36,22681
36332,5383
13353,15108
10169,48982
37994,30472
39127,40554
29633,18925
17749,30273
34009,31564
14024,25024
20440,38701
43037,8966
49017,28278
47517,20407
341,46027
669,40723
22708,5356
42567,27304
25967,45469
4068,38192
32615,42016
4706,24164
34552,22469
1360,39911
15572,17719
6820,20557
3526,16557
34750,42229
34758,17412
11124,24005
28659,28187
47665,48693
7988,26671
33901,23947
46496,19657
48402,38493
6322,819
14866,15165
32076,14674
38924,34627
14410,29163
1745,23822
46010,29545
9386,7502
16028,20706
16120,19442
30722,29478
10895,9975
7158,22149
35173,2076
28030,3930
20132,39359
45529,21962
39009,10308
18667,6087
40825,31390
40863,20750
38579,1357
31130,24601
45161,31180
38292,19657
46733,38620
15380,23837
33604,8027
6806,30323
3425,36549
1078,9068
30344,11772
41159,28748
15840,11316
30270,28998
21121,41912
45833,17479
37149,14856
3022,14991
4272,4663
9106,30377
3567,27461
24434,45201
20981,25026
41283,24830
5341,7230
35181,47461
16539,2707
20392,44130
27963,36930
35741,43385
12064,31649
8605,14168
31165,17189
31717,4706
16547,28281
749,42747
33721,8212
14249,3662
45244,12693
27672,47918
30767,18277
25176,10878
10057,13870
46972,38311
20299,33756
32357,31778
30552,46612
38560,10348
35703,944
47947,41007
21233,13251
3027,8346
21406,46601
4063,19262
6275,19835
27983,7536
40169,3508
32315,48214
6937,27928
14728,7206
47466,43233
44002,42771
32806,28211
16870,4695
31385,17087
39513,4330
397,3129
39565,40415
9809,2228
35617,184
49414,14445
42650,46299
12414,5104
19787,4482
12052,1977
7448,18676
480,45412
8235,13723
21870,20042
9157,13015
1662,10576
17416,38079
25760,48245
20405,6279
27084,44737
15079,28730
16483,39631
22488,48776
21443,43900
47264,13738
12677,31396
226,6587
31706,15632
37272,30926
9518,9304
5004,27373
29752,38001
24634,29848
43879,3073
10224,44561
3478,29169
17861,14485
40328,31400
8606,20244
46984,7277
34999,22594
17260,9101
7755,15011
21795,6283
31325,30043
48751,47913
7785,40821
21425,22460
22794,3471
35291,32866
17633,29841
7515,35605
49003,16273
720,40026
40706,24937
35823,6103
482,10396
11789,41613
26344,15060
15301,5189
23191,41386
27564,35927
13598,45451
24111,2313
36559,11118
10365,4009
43338,39591
22871,7782
31181,2001
18620,23649
10537,3742
25016,29938
13235,10682
39293,15651
26556,30610
16486,4659
31704,36317
24772,1428
34128,22560
1474,18011
19149,37847
12757,23782
40051,31250
27416,29449
15993,37004
20945,39174
49511,21371
9663,37067
46640,5843
45406,3033
47863,42555
48381,23257
34240,41368
19826,6688
10368,45892
15146,6926
32116,16758
23702,41416
49889,38708
24194,13864
22701,49567
19769,20852
33589,44552
41218,46487
40420,9395
16370,13736
22908,18526
45081,4745
28660,27679
32550,35438
43290,18192
9812,13919
16219,19700
15075,37346
37614,607
12848,30710
44804,45247
8317,18922
36320,38340
43917,30213
42595,45566
6546,48204
46563,3439
36976,22327
20049,25782
29241,12887
4106,24944
26439,5019
45643,38794
35576,36611
36300,11714
30984,24711
39196,4909
32072,4906
19899,3789
22793,13250
24691,14267
13524,37121
47581,12933
4194,40336
2697,21551
43557,47443
36900,19200
29161,36358
18528,4390
25680,43998
16801,32440
24171,43442
34650,35602
36500,20965
9777,31774
5922,23974
28383,41959
17179,49479
42414,44682
22559,11273
28328,11272
48855,46497
32569,21693
44672,26109
34157,7809
11160,23165
16468,14718
15345,18112
32000,31108
13600,20280
43744,46173
49969,2585
28935,40194
31570,989
47274,48324
28599,16092
14059,32784
11717,147
34029,21548
37147,9339
10944,13106
17093,9377
49676,4240
38653,36954
28872,18833
166,30721
46184,18858
31302,33861
25720,15509
25819,25607
18545,49621
37841,5689
24406,47176
28681,3458
45339,41508
5384,47113
21077,7049
35378,24557
33419,1706
17026,24472
14808,14772
30995,5389
6646,11713
23820,46953
35861,7735
42833,19572
44772,4690
32610,18299
18251,10899
6611,35414
41046,18518
14499,5300
29732,30591
19748,21204
31827,40272
4884,46289
9619,9695
41175,24010
6879,48027
32651,11877
3726,3669
35395,38084
40467,48782
39428,36003
25941,21516
19090,13021
40905,40291
2975,36300
7860,48732
45537,23935
26246,26059
24722,9296
39366,8360
45768,42300
7455,9888
5820,2738
19824,30844
33633,42412
22931,34985
32484,4547
17078,27245
11029,36093
47621,33278
37304,47480
17697,31807
20019,32107
43275,7564
31501,32890
18576,40203
43116,45618
11248,8782
45736,36934
29715,27158
42452,3736
200,11900
30451,26067
30477,1181
712,20064
29592,24042
15385,38174
39224,29825
44306,22479
80,11648
11950,46389
29520,23193
39035,32253
27723,1412
7129,43727
36142,24080
17514,24211
18278,18448
8565,34400
24050,47950
17585,35829
41020,19820
49265,18068
32797,25487
36386,43000
44489,30823
36528,37263
30599,42107
33125,20468
25915,13235
8063,27448
33171,9236
11452,26996
43231,31322
40340,40994
27296,37517
39185,29087
4673,2904
6633,30465
22978,7609
3521,14528
20373,664
49918,45813
43965,32697
24754,41260
3112,14911
37265,41381
8428,30192
11784,3171
16732,25874
4964,33510
49843,30709
44710,10541
3174,22563
41398,45645
35124,5767
8135,29968
7864,37530
45139,48438
23477,11418
36317,7541
26410,14500
47610,46570
18823,49065
16089,43488
444,36925
46110,25690
18438,8513
46935,18241
16732,21026
22310,47254
11694,7125
9121,40737
47163,15165
6554,39214
5456,13983
39557,14612
37280,48437
45836,33369
44051,41146
31964,25207
43840,21168
38910,30221
991,31985
38710,1714
16063,39142
2303,28008
8439,49495
33088,1271
11795,37522
32534,28524
35985,42654
46315,39584
8711,47666
46454,13252
32588,33124
14716,44649
40375,48844
26206,36133
14401,36066
6506,42530
4097,41264
14447,13438
39223,12686
42926,44907
48320,24392
36721,39409
35738,886
196,6116
27961,24483
10692,23145
11155,21519
34090,47715
34293,38583
29803,35469
43704,35371
10626,33547
49586,41604
33241,42863
36431,40944
26670,47597
5047,48227
18886,36041
47591,8605
43153,3647
10066,23959
43394,19137
39479,37502
10027,22978
40811,5417
3118,45682
24702,49691
13715,42882
3032,41477
27033,43616
27348,30754
45422,47429
44397,47704
17812,13251
26913,26531
17249,9689
46665,15018
4688,14058
1349,48310
16334,20786
15490,16080
17145,13240
46194,18702
5699,47361
31572,30801
45120,34967
27139,7377
42302,22265
41342,34946
28408,7517
11805,19459
7941,33274
11645,15099
25708,33847
7549,30611
47981,6207
10383,33285
19828,24444
9982,38635
12773,32737
22441,34389
46951,4267
40753,4713
43717,39903
14719,31536
14944,34233
27401,18629
6616,23770
28565,2181
25586,37167
8711,6927
4299,36733
2433,47925
45295,15079
48586,49029
17880,35827
39373,42058
34876,1763
31448,18464
45067,750
40900,2203
27253,15310
10498,2321
35615,31211
19452,35277
4890,47434
20321,36284
16390,25989
37742,10229
46882,7712
40674,21038
45781,7272
10302,38875
18351,48287
49791,40469
4109,38808
26942,45576
46576,31045
27540,31938
43184,35530
12151,41826
49070,16832
23878,48620
1337,6189
27334,27235
28018,17086
11895,19664
2257,28293
12057,45582
38499,35151
39831,38477
35392,40027
39689,10816
28515,22993
33391,27190
26410,4063
20119,5102
33463,8589
30333,24066
35944,36095
39415,43962
67,46605
39098,40958
45270,45945
5477,36623
17741,35316
41074,31653
16365,29537
26817,24152
24106,2670
26501,19298
30602,11331
27922,7258
48969,5312
10034,236
46275,10556
27477,48945
14016,5062
41214,13048
37173,4273
17231,10164
40187,8151
35924,26051
2950,14650
34051,28711
10909,20652
46767,44558
13367,36064
18287,36906
3072,27974
19030,5667
23786,13454
45323,9709
44879,17204
6029,24669
30690,45317
21931,16041
10682,44984
28050,27561
28798,10557
6996,19222
13552,38218
30536,30888
9154,3198
4871,45034
39629,35068
22080,11730
42148,28969
18765,36571
31202,32212
21201,20437
21127,17889
13302,42608
38833,5410
149,40986
32306,6415
42185,26815
5937,44931
47382,8958
23141,4624
43618,26109
37798,46783
25135,44080
36126,1438
10675,13221
1938,1862
25128,3613
14779,13341
11311,27493
31927,20836
19337,26561
47514,35179
15726,28518
15208,9041
37351,27802
6069,39822
7867,46141
44302,1786
5127,215
7053,1472
11172,11716
48463,14126
28878,6450
25291,10527
35489,36145
45756,49726
22678,29464
30856,29673
32613,13241
978,27979
8961,23045
34285,23746
43728,9861
7647,5973
23936,16129
32322,4142
1850,17159
2321,22419
35397,4487
37331,26000
36387,29297
42565,36230
17582,32433
5976,22886
32001,35708
21407,4300
16933,7292
5419,3737
28196,18136
33994,5600
26548,45513
25201,38193
39105,49121
36857,33487
35770,14981
16632,5884
43605,17977
31346,11400
48697,12987
19965,42648
23374,10093
14379,25458
33396,42416
41480,8653
15188,43307
31014,14362
48934,16075
16419,17878
31249,25486
21332,3916
16623,20680
25314,28592
27306,24754
28159,40271
13013,2840
11554,30937
7201,49457
12272,44101
46776,42518
5407,45290
1271,42914
12027,10381
41767,38120
49276,38136
45707,31868
25049,11639
17973,23823
43016,10327
15972,11851
35673,3664
11573,4063
6135,17807
26935,37017
49727,43745
31354,17154
31319,39273
45159,31111
25091,25155
46868,23936
35633,9915
39187,23445
8690,9042
43482,2821
31717,40524
6577,14321
47415,26718
17500,9030
11431,36127
21527,7826
19923,6313
25078,13232
11635,15316
36554,40858
23135,9175
31279,36997
33177,24750
35343,43572
43882,2268
26493,24878
1786,40010
35897,19024
32007,16810
15449,39723
8748,14885
6401,9506
21949,11424
26468,34129
20940,43131
9050,30953
22181,45201
5287,31210
24398,23838
11595,6177
30287,23266
18856,49910
34760,35904
24439,36935
39110,8588
18204,42571
18145,35853
49953,226
17828,40048
11732,21194
14957,39003
37361,8871
6556,19975
37976,35448
10792,14374
26873,36268
37392,7643
35759,47103
2695,38894
11289,27156
36913,41887
16360,31119
44527,2835
35507,29773
20583,18901
15164,21012
24156,6749
8128,9767
38244,47087
12470,31550
37058,6713
11509,31436
1449,39459
38284,12758
15482,32214
36020,35397
16876,8535
36843,2205
5312,43386
37383,18727
24286,49999
20175,47052
4594,12366
4409,42857
45077,2689
10859,21734
12714,20968
31608,49241
32907,41844
9480,21496
45003,47573
30965,44203
35977,25152
22340,34637
3147,47696
32653,14088
5645,45262
21516,37934
2783,12131
35687,45809
40003,3460
1643,31240
9079,31474
6634,11886
45896,26533
733,34194
30856,26487
33246,10475
30742,20886
42835,17201
16910,21764
38580,45641
5647,44287
18228,27615
10195,3083
14795,37306
35690,25568
45191,20430
16579,2271
34890,33471
17482,42628
44141,15489
32163,599
29337,8106
39162,46129
4204,42711
43459,23833
12597,43783
45384,18276
43382,3476
2843,47964
46853,17380
2241,495
44936,1894
726,18570
28071,17449
40656,22117
49807,30241
27914,24415
8618,10025
10447,36750
31544,3656
8182,1739
28371,22948
13434,8097
41271,37312
42682,32086
21805,4906
35666,41815
43764,35820
29706,30312
5241,45484
197,1016
48898,47647
42768,21021
43435,18501
29335,30442
12311,15677
45524,7983
21854,23124
2874,46623
3130,44716
24908,36629
35785,44773
2863,14953
42735,6287
42362,27372
49497,29212
33291,47822
31591,5342
24651,30099
40484,39593
13663,23994
16085,28397
33823,2539
29748,6148
20439,25702
45928,40873
28862,18525
18747,26679
2609,29146
22525,17226
17112,36875
5354,5330
15249,34105
32476,20167
12207,4462
18652,44442
17759,27786
30000,15415
36110,4080
1502,42591
35620,24997
41805,9367
35196,9494
4857,30772
4979,14040
2379,20946
21773,49811
36276,19579
14026,1858
1209,6657
46515,6612
24811,49573
12921,28217
20907,10903
6284,38021
16171,12000
41440,43990
39288,26481
26684,25380
37747,10647
34910,13980
33776,31638
31315,1616
6609,46036
43096,40549
41744,34642
46845,48480
25315,15571
23967,39611
37773,33576
31902,725
5548,1514
25819,17343
2946,47441
6895,45977
27218,8122
32376,9522
20289,9078
35398,39588
29762,4549
20962,35404
993,37288
30305,6050
6799,29545
29122,46649
21458,47027
13278,45628
17625,20295
39338,4501
29519,28286
31809,12559
2023,5343
13822,47183
43521,42068
45214,47672
45743,49541
26485,11597
38693,23132
6843,23909
42334,42368
19878,35011
7391,3506
32428,17350
32238,35650
6237,48983
40606,4517
31486,34400
21030,33090
8939,6542
4917,32533
38032,7998
24478,45855
41312,21054
13793,10772
20939,38471
26627,42850
47873,12994
34275,13295
6446,6709
14669,45046
752,10454
38219,27084
22112,49566
28100,31248
22549,11376
22496,42300
16251,18699
28167,15329
11017,12926
49149,34139
16006,25150
18806,24138
47315,42680
31276,39
33288,15391
22501,17400
39676,3634
13630,35911
21240,45024
34238,45594
3,48870
31649,42641
15410,35183
11011,8408
43547,43215
23008,29876
25058,21302
36154,2397
2528,2825
16405,5393
10090,49536
722,11285
17897,38638
49077,40381
26756,47553
27875,14257
15724,48370
45287,7792
20336,47266
33616,42355
35779,20854
19406,45636
26469,30581
13218,29792
6912,36814
4392,6722
28146,7229
7147,2757
2261,19382
37832,7094
46350,31407
19978,1954
47623,44574
14765,16254
3552,3178
36041,10791
23406,35579
47786,46024
32896,26488
7870,5368
15226,25350
21371,4800
34422,2931
34465,49552
3367,21937
25555,28613
44574,19825
8284,1888
7201,35973
33191,20755
44913,37964
43238,47289
17736,810
18255,33017
5925,26072
31422,40748
16214,32519
32584,19054
31758,8325
23467,35000
44430,32414
37504,16582
16574,48507
49830,22635
27571,166
24815,13377
45595,44457
46406,46526
13517,9876
13791,33859
6117,20007
34928,39938
11129,49589
22565,19010
39093,3753
18776,18263
3969,35681
38295,44056
47537,33024
26032,7151
47539,46494
6702,33896
31408,39038
33610,28032
49812,14301
21545,32025
14898,15475
11571,38780
9185,32424
2834,11508
13581,12671
29839,15849
44654,15598
29735,5854
28252,7092
47735,37379
24315,43560
27976,40277
36819,41724
32531,47821
29972,8485
18661,23759
45192,7304
49974,2485
3618,39608
20674,45622
15155,12994
14779,46069
8945,21631
47286,37386
44908,14617
47105,28551
35358,34591
36031,6774
31279,13029
9348,39135
26293,31143
12429,18357
25455,30276
35302,31745
5360,7370
17194,15132
16130,4148
49030,14419
12627,8019
40015,37359
24732,30418
15612,19495
36333,9802
4604,562
49439,2477
23770,40489
4955,30492
19292,18793
44175,18662
27891,9058
34670,28937
2380,42762
20765,3149
24186,18228
42399,38176
2324,5128
1708,49683
41115,44275
37460,29865
12418,28337
5794,1398
13659,17484
5617,9952
27252,39498
36735,1788
40217,40786
11915,22302
4801,4712
22479,4909
28291,32106
29053,17904
42187,40361
12332,12717
15941,29416
24383,37425
482,46172
13385,48521
11057,49024
45792,2897
28424,33060
33087,46997
27093,29565
45629,46880
7857,6496
807,33274
49843,8970
33826,36052
1547,21909
725,39361
831,33305
3673,24184
21227,40667
40419,20156
17368,34742
14546,23243
43617,22011
25214,30323
24984,24844
3204,395
32836,3092
39421,2084
37151,35802
45515,39327
2527,18598
28025,13119
37663,18725
41334,20323
48340,4386
47729,10215
43335,37932
3164,11946
30636,34033
26113,5207
32566,40351
6241,31065
21113,48421
17373,32000
34596,3946
5399,38441
14573,10282
29333,48713
38368,10744
8044,43856
31188,10993
22417,27678
41252,42350
22480,10837
7233,7270
21839,15136
44880,12204
15735,1631
40626,9363
36216,43342
19519,2426
46449,4606
239,49571
43087,41968
42989,16661
25947,3136
1774,23667
11637,33134
46787,41620
1024,18358
29495,958
47857,16885
21109,3018
28377,45881
39251,26913
47999,42311
34637,2662
28254,29372
49728,4949
3011,44154
47343,44058
46932,39215
35159,41139
26236,22587
49366,47345
10133,29182
35187,36228
22805,44854
11360,7454
588,28071
17462,24814
38366,19699
20574,42420
19400,37761
33604,48531
17850,22791
39341,1471
21203,19571
41661,18823
20917,30992
35837,34377
12476,45996
27757,45475
43761,43891
42991,40526
8990,188
11386,12628
41890,10184
31485,22668
4190,12561
8505,9483
21279,42169
5711,43283
10578,46864
16582,5359
22411,26115
27637,12453
30464,32327
49086,24942
18216,7247
10631,27331
18449,30661
34487,9393
32663,27492
25710,3431
28364,8614
3827,1424
44169,11438
40435,2648
37506,8910
11995,49503
1835,24309
48259,11555
14652,19555
12785,38092
45094,46403
31452,14281
19124,37532
36269,25858
31544,25026
25554,49643
27295,13106
5738,17882
49211,45920
17995,37371
28045,29524
12562,43803
8974,22871
10418,18817
1084,24954
5216,31562
21769,24159
7062,89
1005,28170
6575,31118
40351,5976
4170,414
23005,1749
43774,949
42075,49952
23152,6279
12112,5339
4289,562
22185,34711
28196,8396
43541,26961
2547,24457
37614,45252
2835,29675
15720,1030
5674,5410
40711,45683
2871,15154
9791,49247
18213,2964
41948,49650
24656,27210
17268,33442
19375,35179
5093,39305
35963,30292
23109,2710
26687,28755
12566,6722
46068,36725
24644,25932
27091,5047
18124,18164
48962,31872
11049,15055
1330,3606
21483,8705
43914,6765
29092,35200
29508,25052
38226,3224
39015,28949
12660,11282
41439,28439
8344,42051
10804,44125
13296,45491
26419,28470
24895,37764
15328,43203
48536,42161
30683,8624
29866,49724
19488,15153
38146,9320
21483,48225
37027,23371
2838,4092
33674,3031
12907,32814
36448,17437
47474,1605
39084,5516
21064,28004
47065,4522
2244,42223
22638,7377
11260,9658
25451,6147
44062,44676
15096,5243
38128,2255
13353,39910
35472,2752
521,34765
18769,10693
42439,26760
13882,24595
22887,46524
2084,18989
43384,26123
26018,8172
22337,20951
43772,41039
30000,34521
47834,16071
35931,7465
22415,4142
28665,40033
16148,30097
41182,31692
13176,37008
12584,27539
30187,17702
30807,37696
504,16799
26338,23493
35289,21173
24955,20137
11168,13866
42389,49275
37867,9083
35088,47941
18444,34794
49168,24448
13178,12925
1766,14920
29503,22230
12277,12588
26718,20131
1642,5848
11594,27806
40312,36871
47035,7555
32325,37609
15870,45326
40055,7374
21198,41378
43391,32201
8153,39282
16008,46873
43504,29202
29365,12039
47787,24891
21574,7584
19608,6335
23689,41657
21254,23802
31556,36617
12260,31240
43950,32585
11733,20950
22508,17490
14327,19189
14795,4925
35076,23533
13654,1638
49700,19002
41390,19787
32380,26670
17374,42759
42492,23978
34891,11400
21800,26377
7463,4040
17238,26488
38827,25672
11824,39129
18021,5457
22814,3162
25765,33287
26260,21187
7637,43630
11910,41269
22533,37020
17556,22079
46438,10149
45213,5643
4335,13101
43270,40692
35264,33848
48622,10510
40567,18107
30175,39666
3702,38150
18845,44157
19155,49841
25144,19135
41843,436
15598,35726
11687,31152
18040,4710
8636,35673
37662,3700
11499,36669
9981,24021
24409,27803
14472,11000
18848,31338
36791,21640
46213,43787
48218,32770
41296,30827
28835,2465
49679,33708
20153,1311
25901,37268
20038,25446
3548,20998
38298,43710
37749,12887
2986,25629
19709,39659
45670,32874
36594,45740
20732,32923
391,883
8508,48100
42052,3384
44009,18666
804,39174
4416,20391
47105,35885
49754,49154
15984,25438
39269,23936
4473,11328
34262,2042
14502,22226
36466,14451
18225,12228
11564,16104
37270,20960
1237,46193
27125,4038
7994,35731
12006,35028
760,6170
22038,3288
30686,42747
49083,23683
15988,2936
35169,49535
35408,31402
26534,15455
15479,37498
18233,21001
5828,1686
7957,19824
41342,18555
25180,37917
222,6527
12735,14557
41751,5006
15734,34380
20866,48747
24187,40086
33594,40848
16193,26439
44490,4467
41835,34777
1630,27378
38927,5642
30680,22035
3355,26818
41208,15426
34863,21049
22292,28180
33394,45440
12927,26160
36443,25151
10347,48038
1165,22899
14092,13377
9689,13776
25516,29643
45183,16800
27581,18736
41301,4097
5287,13163
25257,7794
30864,1767
36921,45112
13324,34826
9751,26135
45699,19561
48952,1826
8672,1382
43955,43313
32196,21283
1869,31745
36261,13388
18446,31728
19564,18989
30090,19209
30981,15231
13637,23197
22490,29086
11608,44595
31349,35473
1064,17644
29104,24913
10583,636
5384,7466
7585,9952
16775,21268
6534,22110
27821,40909
26283,10934
30989,33690
23357,15745
15649,24925
29150,48840
29738,592
16749,33910
4463,9870
22004,40940
3793,16609
40206,9146
1614,37698
39703,4140
9422,5914
548,42469
47812,20681
7731,16860
20543,31114
36513,20936
14712,43624
13914,46247
23795,22650
15425,12043
44773,782
29859,8544
32194,30371
24504,582
42304,43842
31800,16157
49585,22055
14280,17262
29072,31147
6261,34669
14909,1174
24387,2447
41666,55
12030,42724
26982,46591
13787,5081
22759,27093
48473,28797
17963,46206
33254,47036
13099,49442
19259,1004
19550,5350
7106,32824
6285,14601
12487,28421
38702,15197
31466,12576
5294,41278
40035,17010
48417,22756
46637,35798
15052,30224
42504,37517
5186,22056
5724,46311
27378,25560
6816,24412
26075,34403
28687,42521
7043,17556
29723,41100
32305,20710
45795,47810
11938,18162
29716,23843
29694,10445
35954,8076
21095,36792
20333,19377
26416,8844
14632,9292
19200,24793
47881,40050
31977,40430
41177,8386
7424,42181
22363,26947
43451,7103
3191,39780
32556,38219
5353,17299
44893,43532
16853,44818
1192,25101
2745,35508
27855,35079
13051,11112
42906,2211
25488,35247
227,35512
9297,21128
28300,40087
43100,32587
3569,27831
26413,37116
507,12044
10347,7063
39576,8213
4314,46963
12919,15856
43657,29730
19807,24744
43805,16418
4188,5082
39488,5113
15809,43891
16484,24992
41566,16826
27917,21599
43350,20092
38150,9587
13474,246
7396,9365
5721,24195
13799,2048
40452,763
48393,19202
27741,24870
7088,40838
47262,8971
48999,35837
19611,8642
7597,23581
41667,29542
17811,4616
28830,49999
15094,34949
19578,115
28332,15168
23215,32424
23563,7359
17306,26826
45045,981
32811,10003
35761,3613
28066,47818
24432,7352
1776,40039
20852,43744
23106,22926
34204,31104
18540,22233
22682,43301
36225,22428
31620,35317
11397,6413
38199,49206
40925,7683
10330,34429
6425,3703
15790,490
6763,9644
2357,3198
36311,44809
1018,1212
10533,16787
30056,19780
11718,21956
40655,8672
23122,4291
6209,33807
17370,14029
44212,18519
26096,28122
17911,46175
6209,23736
42779,11555
3173,8441
12862,46891
15923,49795
24517,35010
6615,4991
3535,25799
30151,7278
7261,23096
47792,39089
20457,31574
11517,28448
9524,1804
1991,16488
17810,45104
42822,47495
17303,38280
13859,8369
39742,3878
26231,37941
28364,23302
45316,25468
10298,8294
36704,5863
32902,5674
4767,7555
24916,7802
35231,22594
14526,31796
42848,10946
34770,48718
26908,46395
3512,25809
10666,30149
12111,20525
15677,42945
40292,49345
27777,7427
14592,13043
36942,37436
2450,27464
12326,24737
32035,26251
3632,35869
40875,15742
40733,16030
25311,41593
7312,10216
14891,41987
21035,21031
37355,1516
37976,37644
41585,15713
17344,37343
5640,46686
413,22125
29569,16552
43571,28607
42688,11884
31108,5814
49232,31185
40628,11978
10014,49695
13314,24695
28928,29191
3454,32768
24172,40771
48673,444
