u,v
285,2188
4258,289
1739,3381
3256,1402
3499,3309
3883,866
1669,186
2059,4718
4049,4837
69,922
1874,3191
2918,1738
1064,923
942,3278
4517,745
26,689
986,4672
2891,2164
2676,4606
3121,3922
95,3413
1808,2061
3994,4304
759,847
934,1787
4745,2060
3411,2056
3981,1320
1350,4624
4366,3789
3455,3744
4536,1426
1391,3717
2834,1302
3233,1158
2341,3277
3498,1284
4558,2574
3597,4297
1321,1690
904,1520
1682,1845
214,82
97,4348
3393,984
2977,4256
4489,4828
2874,1129
948,907
3023,3661
1911,2114
4328,4393
1893,3378
1277,1038
2511,724
2848,1929
2925,270
3029,3444
3023,1883
3860,342
3387,1749
4194,1239
766,1254
3650,3156
532,1986
953,192
2273,2169
4644,2292
232,263
4169,315
750,3842
3712,4225
452,1486
3067,2579
1695,3806
1969,3490
4850,203
4719,4941
1666,2489
4873,2823
837,4
4310,197
1602,4178
3788,3180
3316,4891
58,3184
1144,2819
211,2481
4525,3472
4438,2769
3328,1970
2651,4931
1609,2579
745,2748
3474,1702
762,2314
4395,3183
199,302
652,2930
4605,1920
2512,4017
1331,250
2829,1747
3748,4300
4107,1943
3852,2661
133,3657
3945,1374
2761,4757
3635,2259
2098,1303
2614,3402
3296,2703
1335,1342
3700,3130
4214,3093
4208,1024
4715,4023
3189,3506
2655,4385
2782,4052
3831,1491
2960,519
3078,2973
2981,1887
4732,3838
902,543
894,113
1014,840
601,1850
3802,4899
3989,1701
327,3943
2352,4016
4644,327
4415,4240
3455,2006
1656,1848
3817,3516
2119,1529
2381,3854
315,4915
542,1282
4694,3653
1279,3954
4890,1964
1188,2258
1378,4919
4406,1383
969,1572
4378,2653
353,4802
3081,4933
3956,1307
234,1605
3274,858
2940,3308
2616,761
1994,2680
628,2426
1740,2479
2177,1185
1347,2772
3539,223
487,481
204,1902
4904,4542
2878,1535
2503,2322
66,4410
609,206
4163,124
1775,4384
1878,836
4390,3529
138,3122
4380,1520
3663,916
529,3817
4442,126
2471,3458
4176,166
1367,4347
2771,1855
1868,3915
1777,1935
332,4183
1151,2861
1726,4183
2431,922
1065,4686
4664,204
2105,2681
1446,434
3592,2847
3900,782
2660,2744
2416,4831
2892,2170
181,4048
3916,100
4670,3577
681,4516
2583,3630
957,3788
1089,2766
198,4022
2066,2463
3010,4206
2417,1321
3135,4506
3018,4206
2170,3557
225,2363
2271,4078
4298,994
1358,4182
2670,3776
116,1412
1450,4941
2648,816
2598,4135
2569,3194
1492,4392
1942,1375
4515,4095
2846,392
3467,1426
1537,4984
1739,1598
4447,2102
4224,2874
3637,2135
4453,1981
4175,1596
4009,1912
1768,440
1713,3736
1970,3446
2229,4143
3352,3591
3994,4047
2715,705
2244,2441
537,153
3410,2183
3204,599
33,4493
3924,3732
4899,74
1345,2504
3180,3
2756,803
6,3333
1140,261
443,325
2627,2311
2631,542
1436,2538
3237,1323
1091,40
4884,3609
4121,1446
4172,2670
1331,1070
849,3034
4702,5
3083,3528
1995,151
3615,658
3606,4693
2685,4967
1825,4636
1744,1300
4234,3677
2396,1279
2195,3407
2339,631
269,1479
4867,916
2683,3528
3090,3902
738,1950
443,2565
429,3985
3386,3488
3366,3443
1884,4045
4437,4596
338,255
1426,3243
3639,4205
279,1671
1753,748
4806,3202
842,3491
1037,2765
932,2104
2838,962
2392,737
3824,4121
4067,3130
827,2213
3138,1150
509,4342
1020,3083
2182,2297
1382,1868
4428,3564
2338,4023
4462,2245
3837,2559
4452,3237
2830,3306
3596,3714
2943,2413
3555,877
4275,3499
35,4430
3459,3851
1740,147
3106,4148
3788,306
2363,2517
2824,995
65,269
2305,4208
3899,1205
2685,3929
4717,4860
2608,4052
3514,170
409,3758
3971,4637
1769,464
2384,698
4569,4218
4532,2601
542,867
2673,134
2994,4480
4830,409
3981,3145
310,637
1641,1592
1490,842
594,4611
2815,1608
1454,179
2238,1752
4177,14
3203,3922
2331,532
628,2696
4515,4237
4201,2449
938,1836
3004,2328
4719,2699
3480,4561
3853,4572
1438,986
2526,1722
2660,2137
611,3337
3782,3577
2161,2107
1387,285
2413,2760
62,4327
722,4283
484,4564
2029,2021
1852,1375
2106,1712
2731,129
4435,979
4688,1261
3624,4404
790,4357
144,4925
3533,4245
327,404
2074,2542
478,2383
2662,462
1172,1365
4409,715
1009,708
3536,623
3598,4419
3658,3468
1685,2060
1112,3401
2527,4804
4279,58
604,2868
1415,3604
3362,4701
3707,890
736,111
4843,3506
2975,606
281,2739
3265,4906
282,2795
877,762
1122,832
1065,931
417,4480
2690,343
479,4702
4034,976
269,4753
2580,2863
3294,4996
2486,2879
1036,2547
3260,38
4407,3978
2461,713
1783,3931
952,4232
4212,3021
1586,175
3422,2336
2575,1624
4667,4804
4134,1727
1139,2945
352,2816
321,4306
3420,1018
4409,504
2341,4639
2354,4596
4570,845
1375,3392
4347,948
819,2491
4571,1344
4007,880
3656,3067
4055,4144
2230,1436
3940,363
4036,3156
27,3225
902,2116
160,156
3601,2375
3764,178
581,2660
3072,4769
3705,1083
4699,1667
913,4526
3907,227
4634,1809
285,1792
2545,134
4575,2660
789,2722
4298,52
2399,4916
4536,2458
3273,2905
670,626
3251,1976
3501,4660
4929,1226
2611,1672
3164,4743
3482,2609
4951,4991
2743,560
4869,2542
4352,2513
2694,2766
3500,1703
2963,756
2501,782
3292,3741
3059,4360
1321,270
1039,2137
4432,1875
1327,4655
2202,1966
4986,2570
2212,2478
1400,3254
826,83
3280,4466
1856,1140
1036,4830
1562,3157
867,1333
668,1353
2804,4606
4078,1195
3295,3830
3043,3574
3141,1289
1137,7
1516,214
3332,2486
2819,4414
2568,2535
1880,2385
3863,1205
732,1499
1081,3446
2799,1652
3065,3996
2824,2754
4336,2094
4584,971
4210,1208
4896,2229
1503,427
4273,4981
761,2623
3531,2719
238,1723
2264,835
3124,2051
1961,4811
4417,3704
2555,3676
2233,2159
2438,53
4305,175
1239,4956
2655,1126
3861,901
1493,4723
3173,4909
1152,3153
3822,1846
1181,3162
2131,4606
3224,2245
3278,1786
2286,4700
4503,339
2555,678
3987,1782
4398,2590
3376,1502
557,3555
3038,2100
4672,851
4874,2820
1023,2842
4543,93
1277,2534
918,158
4177,3576
4085,4184
2728,1484
4347,4553
2301,4663
1295,2466
2275,2394
4633,4982
571,3571
1510,2080
1598,51
3578,2657
2993,126
4095,618
3123,2386
1753,997
1516,901
2873,2539
2335,915
910,2121
476,2302
3342,3306
3950,1819
4029,4750
2073,3279
4369,1713
1736,2917
458,3197
313,3749
4373,2897
3128,3671
1552,2674
204,2809
3644,1249
1018,1625
1158,470
3281,1425
2372,3437
1054,4624
1253,232
52,2692
565,224
4851,3892
1546,455
2989,2491
3047,4307
1916,1554
3434,4604
879,2268
4963,2860
2746,3376
717,2813
2900,1686
4312,4546
2158,2186
3464,3765
2037,3248
946,1654
2070,1586
1202,4352
4852,1085
2232,1707
3834,4099
1426,3912
1283,2228
3876,982
474,4844
2250,1020
3519,2811
4894,3765
3518,547
507,1780
1154,1971
4910,1098
3919,3431
4271,4750
38,2661
1521,466
1637,2235
4131,1850
1215,1184
370,3671
3194,1327
213,2628
1315,190
1136,2474
4525,156
882,4662
1322,2811
2897,3515
1919,2605
4607,749
3698,2379
518,4780
3120,259
3368,1310
713,4345
1106,3444
2649,2202
1891,3907
4560,3868
1811,4462
2932,2128
3812,325
4469,3347
4621,4584
1435,458
2689,597
2544,2229
4770,227
1051,2601
926,2597
3001,202
4167,4990
2163,1868
1567,429
1624,3786
2045,3437
3933,2693
183,3064
1866,4651
4389,3585
4613,617
4041,629
535,3036
498,3671
16,3787
4510,4472
3378,825
431,4656
1089,4046
4819,736
2814,2735
1445,4025
1055,4465
1435,33
2706,3666
3325,1000
1256,3672
1900,2884
4958,86
4691,4210
1829,156
2317,3709
1061,3824
2498,1579
4929,4701
846,4181
2622,4542
3069,459
4918,1268
3396,2165
4493,184
3515,2284
1374,1358
1086,3265
4123,3907
228,1812
4123,1766
733,4631
654,2074
2331,4778
4944,1665
4565,252
1576,3698
2179,564
1094,301
1635,4208
4195,4437
665,4383
2285,2984
771,3461
2687,3567
1107,3794
3821,4245
1210,1481
4547,3899
1700,1214
832,2930
2000,70
4680,4458
673,591
2952,560
4887,2491
3372,1607
4050,2622
1283,2537
3689,3508
4700,2552
576,1095
1202,728
68,770
2589,859
3817,1915
2077,1803
2701,1166
3795,4006
700,178
3267,2299
3582,1604
1909,2145
3762,1262
3136,1842
4491,2514
2731,1364
1843,318
388,1846
3978,1600
3700,1682
4113,4038
3751,2114
2261,2152
2704,1483
2218,1063
4880,3556
558,3262
4597,1400
1180,3651
2150,556
1556,1144
1371,2051
1782,1733
4700,3667
1797,3581
1094,2315
2099,4770
4017,1015
2577,4094
1363,3281
1878,3654
1042,3521
915,1641
595,4530
343,141
751,2740
563,1924
4390,64
3596,1102
518,1056
3175,1424
4951,4641
3228,1056
2877,1953
442,3113
4232,3917
1491,2598
961,3426
2565,3292
988,4803
4945,3421
1513,1166
2200,4380
3687,3681
3551,4911
2978,1288
113,2561
498,3042
1124,4337
4300,3701
2867,3140
2803,3224
2577,2200
3054,1124
4660,4942
3345,3859
3805,2193
4827,2211
3657,1991
3015,948
1389,1752
3906,4863
3272,940
555,4108
573,2265
2508,1149
1516,4920
1220,301
1250,1111
4708,2829
2981,465
1735,1535
1506,2580
1976,3577
4004,637
2532,3852
673,908
429,4893
411,4870
3271,2571
888,3365
4402,1306
2319,4636
2676,225
3020,3369
864,3831
4842,1763
4040,3641
4252,1283
166,484
2422,389
431,4262
1886,1783
4438,4765
4499,2363
2513,4765
2708,2646
2260,2630
1253,977
675,4240
3503,3718
2829,2402
4887,722
1152,1226
4370,4036
1087,2582
1702,3399
800,586
3210,2911
167,2107
102,1524
2906,774
4022,3362
760,3075
3779,803
3211,2748
3608,3553
1766,1151
394,4398
1119,1060
2207,2913
2590,4845
4019,308
2386,2819
510,853
4263,449
4170,3392
1175,2065
2889,4661
4871,824
3997,4219
1956,2002
214,488
868,2896
3854,1617
3506,1077
3609,1177
2361,2282
925,4840
514,4758
326,3237
2715,3807
904,3791
493,1451
100,1469
1446,2043
847,3673
4966,406
2251,2189
2099,1529
3664,1570
69,3081
797,1142
4574,2463
1639,4011
4283,799
3621,1171
1730,4367
1103,727
1430,4887
204,4726
3101,553
3935,3048
2668,1129
1315,4909
2774,1226
2690,1862
4064,4320
3269,1241
3920,2412
4039,1774
898,1398
4415,819
384,414
2110,1952
4428,56
3356,3459
3428,350
1005,3473
4442,3411
4672,762
3228,2548
2745,1201
2755,4045
4027,2182
2851,1570
2304,1306
1336,4013
4564,579
2299,1671
494,4639
419,1449
2325,4809
1723,385
3468,1082
393,2035
4374,2309
3650,3075
43,962
2021,1683
768,2353
2996,1959
761,3485
2024,1611
3253,1404
4394,4675
4475,2742
2354,3824
1055,2199
3012,4204
2166,4114
32,4077
4153,4920
128,4662
3358,4429
4841,3385
3203,627
548,434
554,1168
2427,3057
333,405
2549,1703
1496,1542
4803,3017
1346,739
1153,1494
474,1003
4162,3641
64,3073
4793,2648
2081,1898
933,895
1292,359
3814,3288
3188,797
1826,1823
1853,2832
3947,3795
4657,4820
3579,707
1481,2731
236,4014
4189,4194
4944,2617
590,3375
575,4442
330,2749
677,4642
3278,979
582,2942
3910,1023
710,3473
897,343
3268,2207
2280,1860
2839,2842
996,3199
828,3050
4218,4391
2023,2532
1378,2951
584,3988
320,1710
611,2552
1630,3630
3007,3601
192,2406
201,2288
2055,3609
842,1946
521,2727
4486,1300
503,2640
1958,3024
1870,2581
232,3871
609,3782
1264,1223
1316,2660
3958,3966
2723,101
1801,2972
3452,15
3034,2767
1492,498
2692,4413
4427,3699
2807,334
3466,782
2788,4091
1980,2007
3808,2521
2273,3466
2808,2587
2663,2460
4401,2940
2363,4235
91,3865
1409,4740
3050,3465
186,2245
4293,2833
2441,550
1552,4985
1686,2815
598,2319
2835,4691
1889,643
1559,3408
4678,2903
194,1280
3899,4902
427,2803
2712,2429
4340,3863
596,8
3431,4279
789,471
1997,4892
4782,222
1693,1473
4997,4990
4589,34
4369,551
3942,1337
3149,937
3750,1036
706,2566
744,1956
497,2165
1298,1118
1013,128
1612,4481
3515,357
3822,1263
2624,4209
2261,3276
3729,1458
2683,3707
270,135
4035,4796
1659,950
3624,2225
2051,3464
3191,153
162,3239
2688,2440
237,4143
4571,1648
2177,4331
4854,4067
1370,2701
4984,3703
2227,2724
145,1768
4076,2067
3636,787
2134,2283
4342,4285
4594,4554
2912,116
4442,1179
4855,291
2619,3042
3672,3122
4023,3227
4031,633
3796,670
2318,1292
2683,2273
1239,789
3746,1502
3917,1132
3326,3616
327,4555
941,2342
2180,208
1335,4268
213,2348
2745,4863
1506,440
1223,874
2707,6
401,58
4649,1214
1298,2345
1627,2396
1080,1297
4653,152
3863,4409
4816,331
1313,4093
4517,4047
1027,4885
3302,3476
3185,603
4301,544
621,1074
900,9
1478,3583
4284,3182
3958,4866
993,128
497,1764
4873,1122
190,3918
3204,2038
4125,3245
2556,1201
947,3462
2452,3725
496,4637
2873,1369
3053,3525
3267,3895
1358,4864
2512,3060
34,4604
2731,2200
471,4171
4941,4707
1381,4546
3670,2137
886,4820
3501,1658
2956,2060
4803,2966
1714,3645
2280,2337
1348,3822
1217,191
2376,3218
1976,2372
58,1264
3003,1693
4230,3981
84,4934
2921,4715
2704,893
3928,3679
3213,4780
2344,2844
4676,3096
1346,3219
4908,1252
4583,4811
1950,3943
1020,4941
3160,1515
3983,1904
1787,2511
272,709
60,2532
329,926
4271,2798
4372,1085
3124,1907
2250,857
602,4583
114,607
1878,847
1844,1508
2151,3358
774,2648
502,4494
601,1861
4880,537
4968,2067
1016,4468
1685,1315
807,2603
3797,166
277,4480
4280,4482
3296,4120
4342,4973
2569,3498
4870,4662
3025,2177
2538,1405
4142,2679
3559,1005
2458,2173
3525,4241
2242,4979
2665,431
15,2298
3901,3298
928,936
1274,2591
932,3178
1619,4390
4224,2513
4298,3167
2236,4515
4126,3739
1578,1342
4885,374
864,534
3388,3314
383,717
2690,770
3107,45
278,4889
4025,3356
1385,3839
3203,2946
1442,2246
2905,1800
4925,1747
2127,2922
1382,3770
2520,1280
147,4524
3583,3481
254,4554
3105,3762
1862,231
1256,3491
2612,1681
3939,4113
3134,2818
1071,2035
2672,3460
2742,1042
3487,4167
4064,3567
3842,993
298,3399
2766,1940
4929,4137
2203,562
4197,2815
1170,4446
2313,2650
2359,2430
3725,356
2316,3386
1201,278
2359,1834
2588,2310
2240,148
2906,359
3304,2176
4983,1926
1268,4855
4896,2920
3622,2594
3075,4697
4800,2033
573,84
748,3029
4199,722
2808,998
1871,1044
1755,3196
3789,3040
1853,1887
261,2266
4034,2664
3929,4715
2884,2238
1361,3113
3926,417
4818,632
3095,1266
416,3977
2790,3389
4,3012
3543,3532
2831,1906
1571,4548
3279,3575
3465,3877
3642,95
1222,1180
3974,4875
4788,1402
2808,1332
692,4109
1543,547
4460,425
4976,4949
4091,1783
4153,3813
4747,3889
3972,3593
3910,4959
4587,3430
3622,2465
2936,4908
38,4337
2076,4641
3716,4889
393,344
1654,1535
478,1702
3328,1157
1919,2429
3488,2852
1863,3521
1208,3494
4639,4098
4602,3734
4188,333
3727,243
2294,3271
847,2665
4187,859
2277,1079
2557,3239
4310,184
4414,639
833,2600
2846,4001
1987,4401
268,1467
407,2596
3362,2014
1248,4260
544,4137
4185,2475
4204,551
1689,4751
3244,1774
544,4521
1151,677
4579,943
1477,4490
2700,1977
3913,4185
4834,3530
1075,2382
1398,90
4228,3337
1914,1841
1623,1664
77,3299
161,4468
4646,2725
4627,962
4868,1692
471,1882
3982,1284
3253,1401
3760,2595
597,3981
2729,1489
2233,2591
862,1687
4131,666
1756,319
2754,2696
3683,1104
2225,2248
717,2470
3960,3091
1248,3143
3727,4678
322,630
4274,2582
2298,2033
2597,2562
1964,347
1038,2368
1662,1827
864,3350
2431,4739
2129,2327
1932,2921
3694,2038
4922,3362
4109,1494
3691,4848
2953,4958
47,2183
3442,2102
2200,4425
2259,2558
2573,1951
2225,4946
2801,847
662,4130
2259,3811
4669,4494
3033,4001
4275,3093
1177,611
1903,3925
3867,1660
2081,4716
3579,1915
3421,1872
242,21
2130,3255
2985,1256
3750,4470
265,3203
1368,2603
2246,3817
1305,1384
1374,2720
3097,4766
2056,1774
2442,842
871,2097
3197,1155
2985,809
3440,2058
765,3553
4925,3568
1458,368
2077,277
2400,344
2440,3720
4254,1514
4368,3555
1113,3201
2148,1926
1082,4439
1522,1104
1171,3206
2483,2629
1853,275
1718,3447
2023,1168
1193,102
4894,2484
4718,2656
2788,642
1295,2653
3478,1939
586,4473
4415,1254
1711,2119
101,2722
4783,3363
767,3145
1853,2890
375,1855
2279,1600
4187,232
3783,3517
4901,1663
2328,1515
1089,27
2560,364
1928,1583
3838,50
3667,3865
2163,1590
1978,4674
3854,2784
4525,4513
731,994
927,2253
611,2775
4915,195
4929,3381
3818,3079
2947,907
4266,4555
4700,4113
1304,4173
4959,226
3287,2156
4441,1234
4573,3837
254,4755
2037,39
94,4184
3201,4113
1597,1353
1048,4659
2304,4559
3392,3325
3262,4652
3325,2041
71,2278
556,2195
2427,2481
707,3643
2541,4704
4947,971
3959,586
4049,519
2562,1925
3686,2853
4223,812
4639,3510
3381,2143
819,3384
3221,3623
3647,727
2020,1555
3787,3522
4040,3349
3478,4095
827,1461
4855,1931
1358,223
290,2673
4063,894
2706,1820
1979,388
1560,4403
4772,1392
2820,701
3844,1937
2190,4933
3390,3638
4012,2916
1086,3656
830,2584
2746,4028
3127,930
3708,4097
2835,1710
3669,235
4099,225
2509,3026
4517,1607
581,290
1508,2304
3947,3423
4485,4903
4218,868
835,387
1137,1244
3987,1490
1314,4750
1850,3992
4247,3100
4930,2429
1317,4410
4173,4703
593,3093
3075,166
2418,79
2517,2536
219,114
4749,1008
4906,4404
2389,3884
2648,1118
4988,1757
2271,405
3714,765
2944,1438
3326,3409
4978,3512
4915,3510
4589,2148
2770,372
635,578
2256,2741
3886,1179
4398,1599
577,4262
2993,3506
2902,1677
2409,1159
582,959
4923,3138
1543,3958
773,794
4455,4044
3200,3842
727,3368
387,163
381,3803
3932,1564
3267,2316
1553,21
3584,2522
601,3575
3627,2865
2487,2927
2759,774
4466,2914
3683,4801
1325,2312
2942,2152
1415,1065
3931,2126
4474,723
4224,2240
2484,2021
4819,4000
4592,311
2767,407
1717,4483
344,3624
2331,2422
2411,1654
1714,2562
3972,2819
1784,4309
359,3025
3942,4144
80,1250
4547,4028
3715,2179
3003,3621
2818,4745
1027,92
2474,4460
3309,709
863,3555
4379,237
2647,4523
3496,2436
3290,1382
3190,1855
2786,967
236,1181
4166,2967
195,954
3307,284
4277,4548
2553,4101
4225,1900
1267,4728
1174,14
4813,705
966,2430
2778,706
504,1030
1214,437
4086,2328
2562,284
228,3135
4588,1052
681,3564
3714,4167
4734,2990
3878,333
2975,3448
1111,1585
824,4143
1068,3343
1584,3544
3289,1042
3869,758
4148,2725
3854,1256
325,1726
3705,4334
2832,4863
3963,2087
1596,155
3271,279
3478,4552
1582,3347
3361,456
4945,1103
2864,4807
628,2585
1995,4659
3980,3017
2590,1469
255,1292
2001,1803
3683,3132
3675,3154
1169,3837
3598,2836
3460,737
1384,443
2509,4375
4347,1831
2554,3702
2653,4151
3687,783
2804,3678
1478,4920
4945,1154
2842,3884
3168,4713
472,3332
4919,3206
4231,2168
2727,3978
4452,342
1879,3391
2138,838
3808,3682
3282,3991
2461,2066
1094,819
1251,4083
3661,3274
511,1532
3674,953
3519,4029
1475,2409
897,2905
2390,1654
2615,1954
35,2832
2484,4784
1118,4106
3702,3310
3815,926
1918,1861
3302,3803
162,3612
2420,57
3785,1357
3281,3020
705,4418
2544,1778
3999,1613
4440,4813
4885,4234
3483,1721
2416,2175
4572,4451
390,1643
2315,214
729,4748
4008,3168
2709,4158
4373,926
1920,2731
2836,4767
2172,241
2352,2582
4183,2262
3365,3355
3860,1619
323,3126
947,1946
4287,789
1970,2193
3530,2394
2375,4387
2198,3208
982,3796
4092,1337
1948,4267
1776,105
166,1802
1137,2365
2696,1639
4760,769
3202,1265
4895,721
2593,228
4686,4095
3371,580
2452,3317
738,1058
4205,4322
2294,1291
4517,1407
3285,852
4507,4486
4554,183
4894,3849
426,2477
4265,312
3240,1524
2619,4792
3059,4307
4781,283
2444,3990
1424,1200
2611,715
2796,3066
1168,4099
961,889
3377,4110
3787,1145
2510,1124
3082,4668
2543,1292
2403,1074
3626,524
2534,3409
4297,2842
1067,2565
2536,3982
3927,4667
2849,896
1173,1929
4536,1126
2444,3755
2687,4374
2033,2097
4344,4462
3966,3196
3257,2650
3683,436
4382,3546
2816,834
1228,3883
2967,4267
4464,3267
3276,4107
250,1216
4034,2063
3608,4716
1432,4212
2563,2186
1237,1489
4232,258
2959,436
2404,3201
3874,4174
3687,514
2579,3861
4608,2235
1768,2096
984,174
557,631
4678,3732
3457,1749
1867,4915
3644,4202
1270,4188
656,2087
383,681
4129,3176
4868,1776
4686,4775
4909,1483
1380,4068
1632,2227
3746,3102
2477,679
609,279
2691,683
3404,3590
4100,492
1671,2105
61,4211
743,2309
3871,3016
4138,1308
4081,1713
4443,426
471,822
1453,688
2713,110
4160,3967
599,214
3302,2978
1042,1557
3499,3198
2035,2159
1382,3632
1588,3095
282,1507
1676,428
602,675
4376,671
2343,2159
3715,1774
2115,2263
3533,1630
4343,1846
1116,2666
4453,212
2110,4694
581,2591
2736,2899
4243,3719
567,1551
2642,3105
706,2667
1477,4434
1214,3174
1908,3035
3291,4800
1270,4818
2273,2187
261,1853
2361,761
2543,1866
526,1509
2677,321
89,3902
1703,4167
3949,719
865,2394
1782,4932
4475,3730
1137,1707
3741,604
2211,4096
3379,109
651,1071
814,3667
3167,1394
1160,3546
459,1656
3139,988
3103,2230
4109,532
1276,1485
317,1441
1089,255
3916,3245
4878,3516
3731,1771
58,4195
3999,3057
2190,2740
4404,4713
4553,1017
3000,660
1143,3794
540,1120
2605,2725
4268,4879
2938,1013
2225,2065
13,2211
4629,3306
2201,2504
3004,3234
2853,3348
730,4652
2732,269
2795,544
3339,4314
125,2318
4850,57
2814,2380
1632,4615
3898,2464
3360,4061
3297,4536
2945,2089
3455,3648
3110,3613
1594,3335
984,1120
3024,4328
3526,3312
4692,2191
3954,3455
3779,3484
805,2869
702,4980
4247,2856
3676,4519
2508,3193
4625,1957
2721,1914
1447,2359
385,2360
1007,22
1141,2237
714,4156
4018,2413
2816,1091
4421,1203
2401,522
3334,1194
1741,2199
702,3622
3445,3186
1746,4186
1421,1067
4853,4538
4226,4845
2074,3836
4537,1376
1429,2119
1171,244
757,4969
2926,1657
105,4999
2163,2653
1823,3621
762,246
2839,1190
4954,4098
3099,1956
327,3929
3516,670
3941,1247
1400,4456
4129,692
2073,624
1207,4999
2581,2166
4248,4777
1969,4568
4187,1352
2262,4743
79,1532
1525,2950
1438,3184
2941,689
365,2799
2948,2708
1281,323
943,4031
3249,3536
2420,1050
1675,4923
3202,2416
2892,4804
304,1951
414,4470
4863,1902
4061,3836
2474,4848
390,2975
1690,3690
3627,2946
3765,3716
2672,1996
2231,802
1023,2516
4644,3669
4983,1742
598,2480
4568,1406
1717,1967
4577,4707
1013,3849
949,4845
762,1327
3243,2574
2881,2532
4221,1780
3284,4119
4236,1842
3763,4339
2228,1017
48,3032
1444,3441
826,3426
2785,3060
3494,1330
3098,661
2364,3501
1561,1701
2429,557
2302,1760
2440,4679
3867,3180
3983,3705
2374,646
3408,85
1603,3135
1529,513
3713,3717
58,4418
819,2565
151,3389
1665,1239
2897,76
1078,4072
1419,2363
1841,4056
342,323
4601,2535
3029,1120
3512,3478
1904,3062
1880,3645
1602,3602
1169,4806
4309,3483
476,61
2722,2878
2628,1700
1834,530
4894,2302
3476,3198
2131,3709
2532,2225
3664,4505
2085,1629
4969,974
850,279
1081,3804
3650,3358
3603,3934
2594,3616
1707,3601
2490,1198
3691,353
3737,2767
2979,365
473,3830
2764,4490
2497,603
188,2860
4057,3605
423,394
4244,1504
1534,1512
4188,1692
1974,3415
2920,4387
4045,2350
381,4099
2889,3807
2914,2842
2577,1243
4526,4927
2667,1429
895,1535
2788,4653
3014,1887
4169,262
4527,2759
2526,4252
1199,4274
2686,4371
4412,438
3006,1174
3307,2983
1981,4124
4729,1845
999,2771
1946,386
4592,3110
4784,3924
3335,2094
2130,4137
922,323
3177,4042
249,346
863,1549
106,1464
1359,3531
685,4221
3308,2791
4749,4630
2297,2877
3686,3194
3400,1126
4323,2217
1720,3588
1783,447
1512,1932
2983,849
2464,377
4287,2047
1180,2082
4944,709
3219,3268
1931,3073
3988,3392
3456,4977
3928,2621
1863,2026
3340,4048
3644,4731
3437,2514
4889,1213
2867,3642
1194,289
4952,3674
1690,3111
4534,2252
2102,4728
285,1937
2244,2607
4573,1137
734,1492
692,49
4501,283
4020,4291
2409,1240
4509,1571
3635,3175
449,574
2105,2842
2629,3946
3203,1665
27,2686
4498,3778
1094,1115
2801,340
3028,4219
488,4891
613,1340
2352,4502
1110,517
2394,146
1335,1056
555,1202
1337,3472
3544,4556
2316,1598
655,510
2490,907
2177,3023
2850,3532
2679,3832
2051,3583
4282,3061
1201,4786
1882,4090
227,4244
2064,2946
671,2011
4908,1223
3192,3519
1403,3259
2197,49
3416,1125
1775,659
4164,2954
3186,2328
2906,533
3068,3920
4770,1397
678,4389
3370,4891
1179,2473
1398,4415
1579,2772
1618,562
2291,4260
2094,3267
3492,1493
4953,357
1015,4112
2454,4259
2643,4083
4691,441
2711,2424
3975,715
2961,4952
3585,31
2460,1123
4673,1648
2279,1411
1556,3265
322,4574
3302,457
1449,556
1399,645
2567,3413
307,4337
1288,4198
1156,1140
1150,92
3445,2134
2180,503
623,1155
1039,1520
4089,1370
4211,4262
2272,2606
4861,3847
1982,2335
1066,1756
1616,4708
523,3216
4330,2597
2738,833
4715,4504
1843,4213
1339,537
4184,4801
4682,1134
3844,4616
29,1909
3941,1360
4943,4473
1593,3858
160,1576
429,2533
33,1146
2401,6
2803,3416
1937,446
697,3527
2424,3487
4866,4329
154,1224
2766,593
4159,1876
3887,4973
682,200
240,1904
934,2222
4208,8
4615,4269
4754,4613
4780,3553
4697,2837
4378,964
3591,4357
4042,220
3638,3999
1009,3481
3680,1725
4445,4642
4374,2680
2570,3922
4145,438
412,2352
3687,4998
2886,738
4536,4797
1340,2590
1150,4207
3044,354
2,4749
848,538
3487,1668
2112,1814
4883,686
795,123
779,4881
2192,2151
4572,3511
3534,1451
136,3250
2417,4582
4317,4190
549,3261
4063,802
2126,3600
1102,1873
3477,4784
2489,1782
4690,889
3466,3609
4983,3427
3777,1801
1449,2748
4047,3954
4865,2708
4630,762
650,3120
1717,3487
1749,791
2729,3711
3659,2298
390,1711
3601,2783
2929,2315
72,1538
1,465
632,3629
2061,3367
3405,3241
3703,77
4597,1213
1273,4935
4825,4581
3103,2306
2016,3712
367,1736
3663,1341
1658,2779
882,485
2959,1487
3329,976
4624,4762
1340,205
4796,4693
4108,2995
2622,1299
4718,3344
3255,1525
2690,4822
837,1459
4587,1395
3143,3734
1088,2319
3462,1224
2283,4410
4078,939
3891,603
3670,1435
3796,4646
2525,425
3378,4830
983,3134
3310,4167
4490,3413
490,3227
4048,4611
2364,538
4190,4870
656,4831
1913,3328
1701,3862
2735,2173
3291,415
3807,1842
4434,2440
2846,4427
4970,1882
706,3519
644,2748
2773,3209
3634,363
807,852
373,1099
1381,4086
964,2536
1722,1625
2939,1201
1497,4798
2484,267
587,4739
1047,1804
3532,2129
4595,4602
2704,2489
1020,4430
3842,2047
1172,1652
2848,3389
3357,3805
19,2276
3144,439
2680,4411
4285,2008
779,1587
2185,2481
4340,1746
2754,2682
4505,1542
543,1002
3888,2607
